division,when,team1,team2,time_tot,win,hurdles,name1,start_chng1,time1,name2,start_chng2,time2,name3,start_chng3,time3,name4,start_chng4,time4,event,course_color
1,2020-01-01 09:08:46,WildRunners Nightfall,WildRunners Maximini,18.26,W,25.0,Fleur,0.21,4.4,Dexter,0.2,4.8,Bonnie,0.0,4.41,Pax,0.16,4.1,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
1,2020-01-01 09:08:46,WildRunners Maximini,WildRunners Nightfall,18.81,L,25.0,Rocky,0.07,5.12,Bree,-0.38,4.52,Bruno,0.0,4.82,Bella,-0.18,4.84,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
1,2020-01-01 09:17:06,FOFR DOG,WildRunners dreamers,22.12,W,22.5,Hessie,0.17,6.73,Dizzy,0.31,4.32,Daggry,0.67,3.83,Ogi,1.1,4.99,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
1,2020-01-01 09:17:06,WildRunners dreamers,FOFR DOG,24.48,L,25.0,Dixie,-0.01,4.37,Alex,0.0,4.31,Alfie,0.22,3.9,Hector,0.23,4.08,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
1,2020-01-01 09:18:47,FOFR DOG,WildRunners dreamers,18.52,L,22.5,Hessie,0.13,4.73,Dizzy,0.36,4.3,Daggry,0.18,3.87,Ogi,0.0,4.95,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
1,2020-01-01 09:18:47,WildRunners dreamers,FOFR DOG,17.29,W,25.0,Dixie,0.08,4.32,Alex,0.24,4.41,Alfie,0.0,4.06,Hector,0.0,4.18,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
1,2020-01-01 09:20:03,FOFR DOG,WildRunners dreamers,18.27,L,22.5,Hessie,0.12,4.73,Dizzy,0.0,4.42,Daggry,0.0,3.91,Ogi,0.15,4.93,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
1,2020-01-01 09:20:03,WildRunners dreamers,FOFR DOG,17.26,W,25.0,Dixie,0.11,4.33,Alex,0.0,4.37,Alfie,0.13,3.89,Hector,0.28,4.14,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
1,2020-01-01 09:21:28,FOFR DOG,WildRunners dreamers,18.43,L,22.5,Hessie,0.31,4.83,Dizzy,0.18,4.29,Daggry,0.0,3.91,Ogi,-1.0,4.91,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
1,2020-01-01 09:21:28,WildRunners dreamers,FOFR DOG,17.16,W,25.0,Dixie,0.09,4.35,Alex,0.0,4.32,Alfie,0.0,4.02,Hector,0.26,4.13,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
2,2020-01-01 09:28:21,WildRunners XXL,Hopíci Brno,22.95,L,15.0,Bailey,-0.73,5.23,Gordon,0.82,6.63,Agnes,0.26,4.55,Angie,1.01,5.17,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
2,2020-01-01 09:28:21,Hopíci Brno,WildRunners XXL,22.22,W,17.5,Estee,0.06,4.37,Zelí,0.36,5.18,Dex,1.65,4.6,Tarry,1.03,4.96,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
2,2020-01-01 09:29:56,WildRunners XXL,Hopíci Brno,24.82,L,15.0,Bailey,-0.06,6.0,Gordon,1.34,6.76,Agnes,0.51,4.59,Angie,0.46,5.21,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
2,2020-01-01 09:29:56,Hopíci Brno,WildRunners XXL,21.91,W,17.5,Estee,0.08,4.31,Zelí,0.57,5.18,Dex,1.01,4.86,Tarry,0.88,5.02,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
2,2020-01-01 09:31:17,WildRunners XXL,Hopíci Brno,25.32,W,15.0,Bailey,0.66,5.13,Gordon,0.62,6.8,Agnes,0.99,4.79,Angie,1.13,5.2,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
2,2020-01-01 09:31:17,Hopíci Brno,WildRunners XXL,21.09,L,17.5,Estee,-0.03,4.34,Zelí,0.48,5.12,Dex,0.62,4.73,Tarry,0.6,5.25,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
2,2020-01-01 09:32:32,WildRunners XXL,Hopíci Brno,25.21,L,15.0,Bailey,0.53,5.13,Gordon,0.91,6.99,Agnes,0.49,4.76,Angie,0.99,5.41,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
2,2020-01-01 09:32:32,Hopíci Brno,WildRunners XXL,21.6,W,17.5,Estee,0.07,4.37,Zelí,0.26,5.2,Dex,0.95,4.75,Tarry,0.94,5.06,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
2,2020-01-01 09:38:53,WildRunners Zephyr,FOFR DOG future,20.47,L,27.5,Falco,0.06,4.19,Negro,0.52,5.04,Mason,0.29,4.69,Hank,1.0,4.68,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
2,2020-01-01 09:38:53,FOFR DOG future,WildRunners Zephyr,19.8,W,22.5,Ela,0.1,4.21,Lenny,0.21,4.12,Elli,0.27,4.93,Sigy,0.77,5.18,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
2,2020-01-01 09:40:07,WildRunners Zephyr,FOFR DOG future,20.12,L,27.5,Falco,0.07,4.11,Negro,0.43,4.95,Mason,0.0,4.81,Hank,1.06,4.69,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
2,2020-01-01 09:40:07,FOFR DOG future,WildRunners Zephyr,20.39,W,22.5,Ela,0.26,4.28,Lenny,0.15,4.26,Elli,0.0,5.05,Sigy,1.28,5.1,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
2,2020-01-01 09:41:23,WildRunners Zephyr,FOFR DOG future,19.76,W,27.5,Falco,0.27,4.14,Negro,0.21,5.01,Mason,0.26,4.8,Hank,0.42,4.65,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
2,2020-01-01 09:41:23,FOFR DOG future,WildRunners Zephyr,19.79,L,22.5,Ela,0.04,4.31,Lenny,0.0,4.24,Elli,0.16,5.01,Sigy,0.71,5.31,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
2,2020-01-01 09:42:35,WildRunners Zephyr,FOFR DOG future,19.38,L,27.5,Falco,0.002,4.17,Negro,-1.0,5.14,Mason,-1.0,4.98,Hank,0.27,4.82,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
2,2020-01-01 09:42:35,FOFR DOG future,WildRunners Zephyr,20.85,W,22.5,Ela,0.42,4.35,Lenny,0.0,4.34,Elli,0.68,4.88,Sigy,0.81,5.39,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
1,2020-01-01 10:05:05,WildRunners hopefuls,WildRunners Nightfall,16.79,W,27.5,Enola,0.14,3.98,Moon,0.28,3.9,Maggie,0.3,3.99,Tyna,0.13,4.08,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
1,2020-01-01 10:05:05,WildRunners Nightfall,WildRunners hopefuls,21.76,L,25.0,Dexter,0.3,4.87,Bonnie,0.0,4.23,Pax,0.0,4.25,Sirius,3.64,4.47,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
1,2020-01-01 10:06:38,WildRunners hopefuls,WildRunners Nightfall,30.02,W,27.5,Enola,0.12,3.98,Moon,0.15,3.91,Maggie,0.18,4.13,Tyna,-0.11,4.1,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
1,2020-01-01 10:06:38,WildRunners Nightfall,WildRunners hopefuls,40.43,L,25.0,Dexter,0.19,4.87,Bonnie,0.0,4.25,Pax,0.0,4.22,Sirius,2.53,,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
1,2020-01-01 10:08:22,WildRunners hopefuls,WildRunners Nightfall,16.74,W,27.5,Enola,0.13,3.92,Moon,0.39,3.88,Maggie,0.21,4.03,Tyna,0.0,4.17,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
1,2020-01-01 10:08:22,WildRunners Nightfall,WildRunners hopefuls,20.45,L,25.0,Dexter,0.16,4.71,Bonnie,0.0,4.26,Pax,0.0,4.33,Sirius,1.78,5.21,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
1,2020-01-01 10:13:25,FOFR DOG,WildRunners Maximini,18.51,L,22.5,Hessie,-0.001,4.76,Dizzy,0.0,4.33,Tex,0.56,3.86,Ogi,0.15,4.85,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
1,2020-01-01 10:13:25,WildRunners Maximini,FOFR DOG,19.96,W,25.0,Rocky,0.09,4.96,Bree,0.64,4.25,Bruno,0.42,4.5,Bella,0.43,4.67,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
1,2020-01-01 10:14:45,FOFR DOG,WildRunners Maximini,31.85,W,22.5,Hessie,0.17,4.7,Dizzy,0.18,4.3,Tex,0.26,3.93,Ogi,-0.15,4.96,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
1,2020-01-01 10:14:45,WildRunners Maximini,FOFR DOG,27.93,L,25.0,Rocky,0.09,5.02,Bree,0.56,4.21,Bruno,0.18,5.32,Bella,1.08,4.69,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
1,2020-01-01 10:15:59,FOFR DOG,WildRunners Maximini,20.16,W,22.5,Hessie,0.27,4.74,Dizzy,0.0,4.38,Tex,0.6,3.98,Ogi,1.34,4.85,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
1,2020-01-01 10:15:59,WildRunners Maximini,FOFR DOG,19.24,L,25.0,Rocky,0.08,5.02,Bree,-1.0,4.24,Bruno,0.39,4.63,Bella,0.31,4.57,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
1,2020-01-01 10:17:20,FOFR DOG,WildRunners Maximini,24.89,L,22.5,Hessie,0.17,4.8,Dizzy,0.0,4.39,Tex,0.26,4.02,Ogi,0.35,4.9,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
1,2020-01-01 10:17:20,WildRunners Maximini,FOFR DOG,19.14,W,25.0,Rocky,0.09,5.1,Bree,0.0,4.25,Bruno,0.17,4.69,Bella,0.15,4.7,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
1,2020-01-01 10:18:48,FOFR DOG,WildRunners Maximini,30.52,L,22.5,Hessie,0.28,4.75,Dizzy,-1.0,4.28,Daggry,-1.0,3.78,Ogi,0.71,4.89,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
1,2020-01-01 10:18:48,WildRunners Maximini,FOFR DOG,29.34,W,25.0,Rocky,0.11,5.15,Bree,0.13,4.21,Bruno,0.61,5.86,Bella,1.57,4.8,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
2,2020-01-01 10:26:22,FOFR DOG future,Hopíci Brno,20.13,W,22.5,Ela,0.23,4.25,Lenny,0.18,4.24,Elli,0.0,4.94,Sigy,0.74,5.54,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
2,2020-01-01 10:26:22,Hopíci Brno,FOFR DOG future,22.15,L,17.5,Estee,0.28,4.41,Zelí,0.34,5.34,Dex,0.67,5.09,Tarry,0.88,5.15,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
2,2020-01-01 10:27:50,FOFR DOG future,Hopíci Brno,20.55,L,22.5,Ela,0.16,4.16,Lenny,0.4,4.15,Elli,0.97,4.86,Sigy,0.54,5.31,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
2,2020-01-01 10:27:50,Hopíci Brno,FOFR DOG future,20.17,W,17.5,Estee,-0.03,4.37,Zelí,0.34,5.47,Dex,0.0,4.56,Tarry,0.48,5.0,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
2,2020-01-01 10:29:18,FOFR DOG future,Hopíci Brno,20.55,L,22.5,Ela,0.28,4.2,Lenny,0.26,4.1,Elli,0.62,4.99,Sigy,0.74,5.38,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
2,2020-01-01 10:29:18,Hopíci Brno,FOFR DOG future,20.54,W,17.5,Estee,-0.008,4.37,Zelí,0.2,5.41,Dex,0.0,4.66,Tarry,0.57,5.35,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
2,2020-01-01 10:31:17,FOFR DOG future,Hopíci Brno,21.83,L,22.5,Ela,0.35,4.21,Lenny,0.21,4.21,Elli,0.99,5.35,Sigy,1.69,4.83,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
2,2020-01-01 10:31:17,Hopíci Brno,FOFR DOG future,21.22,W,17.5,Estee,0.29,4.3,Zelí,0.37,5.47,Dex,0.57,4.62,Tarry,0.43,5.17,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
2,2020-01-01 10:36:31,WildRunners Zephyr,WildRunners XXL,30.63,W,27.5,Falco,0.15,4.08,Negro,0.36,5.17,Hank,1.17,4.55,Ted,0.83,,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
2,2020-01-01 10:36:31,WildRunners XXL,WildRunners Zephyr,31.3,L,15.0,Bailey,0.2,4.87,Gordon,0.73,6.77,Jasper,0.16,5.58,Agnes,0.33,4.67,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
2,2020-01-01 10:38:00,WildRunners Zephyr,WildRunners XXL,43.04,L,27.5,Falco,-0.15,4.07,Negro,0.49,5.33,Hank,0.38,4.94,Ted,1.09,4.82,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
2,2020-01-01 10:38:00,WildRunners XXL,WildRunners Zephyr,33.02,W,15.0,Bailey,0.14,4.77,Gordon,0.81,6.72,Jasper,0.35,7.92,Agnes,0.43,4.57,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
2,2020-01-01 10:39:04,WildRunners Zephyr,WildRunners XXL,20.18,W,27.5,Falco,0.17,4.14,Negro,0.24,5.32,Hank,0.41,4.77,Ted,0.49,4.65,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
2,2020-01-01 10:39:04,WildRunners XXL,WildRunners Zephyr,23.83,L,15.0,Bailey,0.26,4.98,Gordon,0.4,,Jasper,-1.0,5.95,Agnes,0.32,4.71,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
2,2020-01-01 10:40:30,WildRunners Zephyr,WildRunners XXL,25.33,W,27.5,Falco,-0.18,4.05,Negro,0.0,5.42,Hank,0.87,4.95,Ted,0.22,4.73,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
2,2020-01-01 10:40:30,WildRunners XXL,WildRunners Zephyr,31.77,L,15.0,Bailey,0.22,4.87,Gordon,0.95,6.98,Jasper,0.6,4.66,Agnes,0.28,5.81,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
1,2020-01-01 11:03:58,WildRunners hopefuls,WildRunners dreamers,16.09,W,27.5,Enola,0.16,3.95,Moon,0.0,3.96,Maggie,0.0,4.0,Tyna,0.0,4.03,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
1,2020-01-01 11:03:58,WildRunners dreamers,WildRunners hopefuls,16.76,L,25.0,Dixie,0.09,4.27,Alex,0.0,4.24,Alfie,0.0,3.97,Hector,0.0,4.19,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
1,2020-01-01 11:05:23,WildRunners dreamers,WildRunners hopefuls,26.62,W,25.0,Dixie,0.21,4.31,Alex,0.1,4.19,Alfie,-1.0,3.9,Hector,0.0,4.21,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
1,2020-01-01 11:06:29,WildRunners hopefuls,WildRunners dreamers,16.02,L,27.5,Enola,0.14,3.94,Moon,-1.0,3.86,Maggie,-1.0,4.01,Tyna,0.0,4.07,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
1,2020-01-01 11:06:29,WildRunners dreamers,WildRunners hopefuls,17.1,W,25.0,Dixie,0.06,4.25,Alex,0.15,4.33,Alfie,0.0,4.02,Hector,0.0,4.29,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
1,2020-01-01 11:07:39,WildRunners hopefuls,WildRunners dreamers,16.23,L,27.5,Enola,0.14,3.95,Moon,0.15,3.88,Maggie,0.12,4.07,Tyna,-0.11,4.04,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
1,2020-01-01 11:07:39,WildRunners dreamers,WildRunners hopefuls,17.3,W,25.0,Dixie,0.17,4.3,Alex,0.0,4.41,Alfie,0.0,4.04,Hector,0.16,4.22,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
2,2020-01-01 11:13:12,WildRunners Zephyr,FOFR DOG future,20.12,L,27.5,Falco,0.26,4.09,Mason,0.43,4.64,Hank,1.12,4.66,Ted,0.39,4.54,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
2,2020-01-01 11:13:12,FOFR DOG future,WildRunners Zephyr,20.2,W,22.5,Ela,0.16,4.36,Lenny,0.0,4.39,Elli,0.42,4.91,Sigy,0.73,5.23,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
2,2020-01-01 11:16:34,WildRunners Zephyr,FOFR DOG future,38.29,W,27.5,Falco,-0.01,4.05,Mason,0.43,4.58,Negro,-1.0,5.21,Ted,0.36,4.58,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
2,2020-01-01 11:16:34,FOFR DOG future,WildRunners Zephyr,51.1,L,22.5,Ela,0.1,4.35,Lenny,0.33,4.26,Elli,1.01,4.71,Sigy,0.66,5.75,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
2,2020-01-01 11:17:56,WildRunners Zephyr,FOFR DOG future,20.38,W,27.5,Falco,0.11,4.08,Mason,0.66,4.55,Negro,0.76,5.27,Ted,0.0,4.95,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
2,2020-01-01 11:17:56,FOFR DOG future,WildRunners Zephyr,19.43,L,22.5,Ela,-0.1,4.3,Lenny,0.16,4.27,Elli,0.15,4.82,Sigy,0.58,5.25,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
2,2020-01-01 11:19:08,WildRunners Zephyr,FOFR DOG future,20.71,W,27.5,Falco,0.16,4.16,Mason,0.0,4.72,Negro,0.68,5.45,Ted,0.68,4.86,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
2,2020-01-01 11:19:08,FOFR DOG future,WildRunners Zephyr,24.33,L,22.5,Ela,0.28,4.28,Lenny,0.26,8.1,Elli,0.73,4.89,Sigy,0.55,5.24,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
1,2020-01-01 11:25:26,WildRunners Nightfall,WildRunners Maximini,18.93,W,25.0,Fleur,0.17,4.27,Dexter,0.36,4.82,Bonnie,0.55,4.24,Pax,0.31,4.23,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
1,2020-01-01 11:25:26,WildRunners Maximini,WildRunners Nightfall,19.71,L,25.0,Rocky,0.03,5.05,Bree,0.3,4.25,Bruno,0.34,5.09,Bella,0.0,4.63,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
1,2020-01-01 11:27:31,WildRunners Nightfall,WildRunners Maximini,18.61,W,25.0,Fleur,0.16,4.41,Dexter,0.19,4.72,Bonnie,0.24,4.23,Pax,0.47,4.2,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
1,2020-01-01 11:27:31,WildRunners Maximini,WildRunners Nightfall,18.83,L,25.0,Rocky,0.1,5.05,Bree,-1.0,4.25,Bruno,0.0,4.74,Bella,0.0,4.69,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
1,2020-01-01 11:28:57,WildRunners Nightfall,WildRunners Maximini,23.87,W,25.0,Fleur,-0.21,4.49,Dexter,0.0,5.02,Bonnie,0.0,4.2,Pax,0.21,4.19,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
1,2020-01-01 11:28:57,WildRunners Maximini,WildRunners Nightfall,27.49,L,25.0,Rocky,0.07,5.19,Bree,0.0,4.37,Bruno,0.0,5.44,Bella,0.61,4.75,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
1,2020-01-01 11:53:00,WildRunners Nightfall,WildRunners hopefuls,21.56,W,25.0,Dexter,0.13,4.68,Bonnie,0.0,4.23,Pax,0.0,4.23,Sirius,4.04,4.25,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
1,2020-01-01 11:53:00,WildRunners hopefuls,WildRunners Nightfall,16.71,L,27.5,Enola,0.1,3.91,Moon,-1.0,3.88,Maggie,0.23,4.05,Tyna,0.0,4.54,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
1,2020-01-01 11:54:16,WildRunners Nightfall,WildRunners hopefuls,21.7,W,25.0,Dexter,0.3,4.79,Bonnie,0.21,4.21,Pax,0.29,4.19,Sirius,3.46,4.27,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
1,2020-01-01 11:54:16,WildRunners hopefuls,WildRunners Nightfall,22.52,L,27.5,Enola,-0.03,4.04,Moon,0.3,3.96,Maggie,0.0,4.17,Tyna,0.0,4.03,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
1,2020-01-01 11:55:36,WildRunners Nightfall,WildRunners hopefuls,29.25,L,25.0,Dexter,0.24,4.95,Bonnie,-1.0,4.23,Pax,0.0,4.28,Sirius,4.23,4.09,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
1,2020-01-01 11:55:36,WildRunners hopefuls,WildRunners Nightfall,22.03,W,27.5,Enola,0.41,4.05,Moon,0.21,3.93,Maggie,0.27,4.07,Tyna,0.36,4.06,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
1,2020-01-01 11:56:40,WildRunners Nightfall,WildRunners hopefuls,21.3,L,25.0,Dexter,0.15,5.04,Bonnie,-0.28,4.29,Pax,0.0,4.19,Sirius,-1.0,,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
1,2020-01-01 11:56:40,WildRunners hopefuls,WildRunners Nightfall,17.4,W,27.5,Enola,0.21,4.06,Moon,0.43,4.0,Maggie,0.23,4.13,Tyna,0.33,4.03,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
1,2020-01-01 11:57:50,WildRunners Nightfall,WildRunners hopefuls,22.55,L,25.0,Dexter,0.13,4.92,Bonnie,0.16,4.23,Pax,0.18,4.17,Sirius,4.13,4.63,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
1,2020-01-01 11:57:50,WildRunners hopefuls,WildRunners Nightfall,17.07,W,27.5,Enola,0.1,4.05,Moon,0.42,3.95,Maggie,0.17,4.09,Tyna,0.3,4.0,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
2,2020-01-01 12:04:23,WildRunners Zephyr,Hopíci Brno,20.13,W,27.5,Falco,0.1,4.16,Negro,0.27,4.58,Mason,0.61,5.25,Ted,0.43,4.72,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
2,2020-01-01 12:04:23,Hopíci Brno,WildRunners Zephyr,21.69,L,17.5,Estee,0.28,4.33,Zelí,0.33,5.56,Dex,0.78,4.52,Tarry,0.69,5.21,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
2,2020-01-01 12:05:53,WildRunners Zephyr,Hopíci Brno,31.8,W,27.5,Falco,0.09,4.17,Negro,0.23,4.78,Mason,0.64,5.4,Ted,0.35,,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
2,2020-01-01 12:05:53,Hopíci Brno,WildRunners Zephyr,37.77,L,17.5,Estee,0.42,4.42,Zelí,0.37,5.41,Dex,0.68,4.59,Tarry,0.44,4.98,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
2,2020-01-01 12:07:02,WildRunners Zephyr,Hopíci Brno,20.23,L,27.5,Falco,-0.06,4.15,Negro,0.21,4.83,Mason,0.43,5.41,Hank,0.57,4.67,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
2,2020-01-01 12:07:02,Hopíci Brno,WildRunners Zephyr,21.55,W,17.5,Estee,0.09,4.37,Zelí,0.36,5.58,Dex,0.72,4.73,Tarry,0.58,5.13,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
2,2020-01-01 12:08:26,WildRunners Zephyr,Hopíci Brno,25.48,W,27.5,Falco,0.26,4.27,Negro,0.0,4.85,Mason,0.44,5.3,Hank,0.45,4.67,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
2,2020-01-01 12:08:26,Hopíci Brno,WildRunners Zephyr,21.14,L,17.5,Estee,0.14,4.32,Zelí,-1.0,5.34,Dex,0.5,4.62,Tarry,1.09,5.13,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
1,2020-01-01 12:13:48,WildRunners hopefuls,WildRunners dreamers,21.67,L,27.5,Enola,0.23,4.0,Moon,0.41,4.05,Maggie,0.26,4.01,Tyna,0.0,4.1,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
1,2020-01-01 12:13:48,WildRunners dreamers,WildRunners hopefuls,16.95,W,25.0,Dixie,0.08,4.23,Alex,0.0,4.28,Alfie,0.14,3.86,Hector,0.24,4.12,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
1,2020-01-01 12:15:03,WildRunners hopefuls,WildRunners dreamers,22.59,W,27.5,Enola,0.26,3.98,Moon,0.23,4.04,Maggie,1.79,4.04,Tyna,0.18,4.03,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
1,2020-01-01 12:15:03,WildRunners dreamers,WildRunners hopefuls,23.45,L,25.0,Dixie,-0.03,4.25,Alex,0.0,4.34,Alfie,0.0,4.04,Hector,0.0,4.27,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
1,2020-01-01 12:16:16,WildRunners hopefuls,WildRunners dreamers,17.61,L,27.5,Enola,0.09,3.98,Moon,0.47,4.09,Maggie,0.52,4.06,Tyna,0.36,4.06,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
1,2020-01-01 12:16:16,WildRunners dreamers,WildRunners hopefuls,16.92,W,25.0,Dixie,0.14,4.4,Alex,0.0,4.3,Alfie,0.0,3.93,Hector,0.0,4.16,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
1,2020-01-01 12:17:35,WildRunners hopefuls,WildRunners dreamers,17.14,W,27.5,Enola,0.01,4.02,Moon,0.39,4.0,Maggie,0.25,4.04,Tyna,0.37,4.06,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
1,2020-01-01 12:17:35,WildRunners dreamers,WildRunners hopefuls,18.07,L,25.0,Dixie,0.17,4.29,Alex,0.52,4.35,Alfie,0.2,3.92,Hector,0.4,4.21,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
1,2020-01-01 12:20:34,WildRunners hopefuls,WildRunners dreamers,16.87,W,27.5,Enola,0.11,3.96,Moon,0.28,3.97,Maggie,0.2,4.12,Tyna,0.14,4.1,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
1,2020-01-01 12:20:34,WildRunners dreamers,WildRunners hopefuls,17.32,L,25.0,Dixie,0.2,4.4,Alex,0.0,4.47,Alfie,0.0,4.01,Hector,0.0,4.26,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
2,2020-01-01 13:04:25,Hopíci Brno,WildRunners Zephyr,21.56,W,17.5,Estee,0.2,4.32,Zelí,0.93,5.37,Dex,0.36,4.54,Tarry,0.74,5.1,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
2,2020-01-01 13:04:25,WildRunners Zephyr,Hopíci Brno,23.29,L,27.5,Falco,0.1,,Mason,-1.0,4.78,Negro,0.0,5.58,Hank,0.44,4.76,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
2,2020-01-01 13:05:43,Hopíci Brno,WildRunners Zephyr,31.89,W,17.5,Estee,-0.21,4.44,Zelí,0.65,5.29,Dex,0.49,4.62,Tarry,0.73,4.98,Hanácké škvarek (Heroltice) 2023. április 22-23.,blue
2,2020-01-01 13:05:43,WildRunners Zephyr,Hopíci Brno,31.92,L,27.5,Falco,0.16,4.23,Mason,0.65,4.86,Negro,0.52,6.23,Hank,-1.0,,Hanácké škvarek (Heroltice) 2023. április 22-23.,red
